127.0.0.1 - - [14/Jan/2020:11:12:21 +0900] "GET / HTTP/1.1" 200 25761
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:09 +0900] "GET /js/egovframework/whms/wijmo/vendor/wijmo.input.min.js;jsessionid=226E5B5D38C4B5A110083D0E30C63533 HTTP/1.1" 200 131052
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:09 +0900] "GET /images/egovframework/whms/logo_cj.png;jsessionid=226E5B5D38C4B5A110083D0E30C63533 HTTP/1.1" 200 3543
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:09 +0900] "GET /js/egovframework/whms/jquery-1.11.3.min.js;jsessionid=226E5B5D38C4B5A110083D0E30C63533 HTTP/1.1" 200 95962
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:10 +0900] "GET /js/egovframework/whms/wijmo/vendor/wijmo.grid.min.js;jsessionid=226E5B5D38C4B5A110083D0E30C63533 HTTP/1.1" 200 154226
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:23 +0900] "GET /uat/uia/otpPopup.do;jsessionid=226E5B5D38C4B5A110083D0E30C63533 HTTP/1.1" 200 5922
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:23 +0900] "POST /uat/uia/getOtpKey.do HTTP/1.1" 200 511
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:39 +0900] "POST /uat/uia/checkOtpKey.do HTTP/1.1" 200 27
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:47 +0900] "POST /uat/uia/checkOtpKey.do HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:15:47 +0900] "POST /uat/uia/actionLogin.do;jsessionid=226E5B5D38C4B5A110083D0E30C63533 HTTP/1.1" 200 24899
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:04 +0900] "GET /uat/uia/otpPopup.do HTTP/1.1" 200 5922
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:04 +0900] "POST /uat/uia/getOtpKey.do HTTP/1.1" 200 512
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:13 +0900] "POST /uat/uia/checkOtpKey.do HTTP/1.1" 200 25
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:14 +0900] "POST /uat/uia/actionLogin.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:14 +0900] "GET /uat/uia/actionMain.do?parentYn=N HTTP/1.1" 200 741
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:14 +0900] "GET /EgovPageLink.do?link=/egovframework/com/main_bottom HTTP/1.1" 200 1584
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:14 +0900] "GET /sym/mnu/mpm/EgovMainMenuHead.do?vStartP=1000000 HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:15 +0900] "GET /sym/mnu/mpm/EgovMainMenuRight.do?vStartP=1000000&parentYn=N HTTP/1.1" 200 40724
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:15 +0900] "GET /uat/uia/actionMain.do HTTP/1.1" 200 740
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:15 +0900] "GET /EgovPageLink.do?link=/egovframework/com/main_bottom HTTP/1.1" 200 1584
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:15 +0900] "GET /sym/mnu/mpm/EgovMainMenuHead.do?vStartP=1000000 HTTP/1.1" 200 2796
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:15 +0900] "GET /sym/mnu/mpm/EgovMainMenuRight.do?vStartP=1000000&parentYn= HTTP/1.1" 200 40627
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:15 +0900] "POST /whms/bi/userManageDataAjax.do HTTP/1.1" 200 1422
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:19 +0900] "GET /sym/mnu/mpm/EgovMainMenuRight.do?currentMenu=1000000&tmp_menuNm=1000000%7C0%7CMain%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=1010000%7C1000000%7C%EC%A0%84%EC%B2%B4+%EC%A1%B0%ED%9A%8C%7C%2F%7C%2F%7C%2Fwhms%2Fbi%2FuserManageList.do%7CMain&tmp_menuNm=1020000%7C1000000%7C%EC%9E%91%EC%97%85%EC%9E%90%EB%B3%84+%EC%83%81%EC%84%B8+%EC%A1%B0%ED%9A%8C%7C%2F%7C%2F%7C%2Fwhms%2Fbi%2FuserDetailManage.do%7CMain&tmp_menuNm=2000000%7C0%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=2010000%7C2000000%7C%ED%98%88%EC%95%95+%EC%B8%A1%EC%A0%95+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FpressureMeasureInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2020000%7C2000000%7C%EB%AC%B8%EC%A7%84%ED%91%9C+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FqsltList.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2030000%7C2000000%7C%EB%B3%B4%EA%B1%B4%EC%8B%A4+%EC%83%81%EB%8B%B4%EC%9D%B4%EB%A0%A5%7C%2F%7C%2F%7C%2Fwhms%2FdevPage.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2040000%7C2000000%7C%EA%B1%B4%EA%B0%95+%EA%B2%80%EC%A7%84+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FhealthMedInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2050000%7C2000000%7C%EA%B5%90%EC%9C%A1+%EC%9D%B4%EB%A0%A5+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FeduHistoryInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2060000%7C2000000%7C%EA%B1%B4%EA%B0%95+%EB%B6%84%EC%84%9D+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FhealthAnaysisInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2070000%7C2000000%7C%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%85%EB%A1%9C%EB%93%9C%7C%2F%7C%2F%7C%2Fwhms%2Fbi%2FdataUploadList.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=3000000%7C0%7C%ED%86%B5%EA%B3%84%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=3010000%7C3000000%7C%EA%B1%B4%EA%B0%95%EB%B3%B4%EA%B3%A0%EC%84%9C%7C%2F%7C%2F%7C%2Fwhms%2FdevPage.do%7C%ED%86%B5%EA%B3%84%EC%A0%95%EB%B3%B4&tmp_menuNm=3020000%7C3000000%7C%EA%B4%80%EB%A6%AC+%ED%86%B5%EA%B3%84%7C%2F%7C%2F%7C%2Fwhms%2FdevPage.do%7C%ED%86%B5%EA%B3%84%EC%A0%95%EB%B3%B4&tmp_menuNm=4000000%7C0%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=4010000%7C4000000%7C%EA%B4%80%EB%A6%AC%EC%9E%90+%EB%93%B1%EB%A1%9D%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FadminManageList.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4020000%7C4000000%7C%ED%99%94%EB%A9%B4+%EA%B6%8C%ED%95%9C+%EB%93%B1%EB%A1%9D%7C%2F%7C%2F%7C%2Fsym%2Fmnu%2Fmcm%2FEgovMenuCreatManageSelect.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4030000%7C4000000%7CHub+%EA%B5%AC%EB%B6%84+%EB%93%B1%EB%A1%9D%2F%EC%88%98%EC%A0%95%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FhubManageList.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4040000%7C4000000%7C%EC%8B%9C%EC%8A%A4%ED%85%9C%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FsysInfoList.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4050000%7C4000000%7C%EC%82%AC%EC%9A%A9%EC%9E%90%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FuserInfo.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&vStartP=2010000&chkURL=%2Fwhms%2Fhi%2FpressureMeasureInfo.do&paramGrpCd=&paramId= HTTP/1.1" 200 23410
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:43 +0900] "POST /whms/hi/summaryCheckList.do HTTP/1.1" 200 805
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:43 +0900] "POST /whms/hi/pressureMeasureInfo.do HTTP/1.1" 200 23413
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:45 +0900] "POST /whms/hi/summaryCheckList.do HTTP/1.1" 200 805
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:45 +0900] "POST /whms/hi/pressureMeasureInfo.do HTTP/1.1" 200 23413
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:49 +0900] "POST /whms/hi/summaryCheckList.do HTTP/1.1" 200 2379
0:0:0:0:0:0:0:1 - - [14/Jan/2020:11:17:51 +0900] "POST /whms/hi/pressureMeasureInfo.do HTTP/1.1" 200 26894
0:0:0:0:0:0:0:1 - - [14/Jan/2020:15:00:45 +0900] "GET /sym/mnu/mpm/EgovMainMenuRight.do?currentMenu=2010000&tmp_menuNm=1000000%7C0%7CMain%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=1010000%7C1000000%7C%EC%A0%84%EC%B2%B4+%EC%A1%B0%ED%9A%8C%7C%2F%7C%2F%7C%2Fwhms%2Fbi%2FuserManageList.do%7CMain&tmp_menuNm=1020000%7C1000000%7C%EC%9E%91%EC%97%85%EC%9E%90%EB%B3%84+%EC%83%81%EC%84%B8+%EC%A1%B0%ED%9A%8C%7C%2F%7C%2F%7C%2Fwhms%2Fbi%2FuserDetailManage.do%7CMain&tmp_menuNm=2000000%7C0%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=2010000%7C2000000%7C%ED%98%88%EC%95%95+%EC%B8%A1%EC%A0%95+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FpressureMeasureInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2020000%7C2000000%7C%EB%AC%B8%EC%A7%84%ED%91%9C+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FqsltList.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2030000%7C2000000%7C%EB%B3%B4%EA%B1%B4%EC%8B%A4+%EC%83%81%EB%8B%B4%EC%9D%B4%EB%A0%A5%7C%2F%7C%2F%7C%2Fwhms%2FdevPage.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2040000%7C2000000%7C%EA%B1%B4%EA%B0%95+%EA%B2%80%EC%A7%84+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FhealthMedInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2050000%7C2000000%7C%EA%B5%90%EC%9C%A1+%EC%9D%B4%EB%A0%A5+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FeduHistoryInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2060000%7C2000000%7C%EA%B1%B4%EA%B0%95+%EB%B6%84%EC%84%9D+%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fhi%2FhealthAnaysisInfo.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=2070000%7C2000000%7C%EB%8D%B0%EC%9D%B4%ED%84%B0+%EC%97%85%EB%A1%9C%EB%93%9C%7C%2F%7C%2F%7C%2Fwhms%2Fbi%2FdataUploadList.do%7C%EA%B4%80%EB%A6%AC%EC%A0%95%EB%B3%B4&tmp_menuNm=3000000%7C0%7C%ED%86%B5%EA%B3%84%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=3010000%7C3000000%7C%EA%B1%B4%EA%B0%95%EB%B3%B4%EA%B3%A0%EC%84%9C%7C%2F%7C%2F%7C%2Fwhms%2FdevPage.do%7C%ED%86%B5%EA%B3%84%EC%A0%95%EB%B3%B4&tmp_menuNm=3020000%7C3000000%7C%EA%B4%80%EB%A6%AC+%ED%86%B5%EA%B3%84%7C%2F%7C%2F%7C%2Fwhms%2FdevPage.do%7C%ED%86%B5%EA%B3%84%EC%A0%95%EB%B3%B4&tmp_menuNm=4000000%7C0%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC%7C%2F%7C%2F%7Cdir%7C&tmp_menuNm=4010000%7C4000000%7C%EA%B4%80%EB%A6%AC%EC%9E%90+%EB%93%B1%EB%A1%9D%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FadminManageList.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4020000%7C4000000%7C%ED%99%94%EB%A9%B4+%EA%B6%8C%ED%95%9C+%EB%93%B1%EB%A1%9D%7C%2F%7C%2F%7C%2Fsym%2Fmnu%2Fmcm%2FEgovMenuCreatManageSelect.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4030000%7C4000000%7CHub+%EA%B5%AC%EB%B6%84+%EB%93%B1%EB%A1%9D%2F%EC%88%98%EC%A0%95%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FhubManageList.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4040000%7C4000000%7C%EC%8B%9C%EC%8A%A4%ED%85%9C%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FsysInfoList.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&tmp_menuNm=4050000%7C4000000%7C%EC%82%AC%EC%9A%A9%EC%9E%90%EC%A0%95%EB%B3%B4%7C%2F%7C%2F%7C%2Fwhms%2Fsys%2FuserInfo.do%7C%EC%8B%9C%EC%8A%A4%ED%85%9C+%EA%B4%80%EB%A6%AC&vStartP=2050000&chkURL=%2Fwhms%2Fhi%2FeduHistoryInfo.do HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [14/Jan/2020:15:00:46 +0900] "GET /uat/uia/egovLoginUsr.do?message=%EB%A1%9C%EA%B7%B8%EC%9D%B8+%EC%A0%95%EB%B3%B4%EA%B0%80+%EC%98%AC%EB%B0%94%EB%A5%B4%EC%A7%80+%EC%95%8A%EC%8A%B5%EB%8B%88%EB%8B%A4.&parentYn=N HTTP/1.1" 200 24786
0:0:0:0:0:0:0:1 - - [14/Jan/2020:15:00:46 +0900] "GET /uat/uia/egovLoginUsr.do HTTP/1.1" 200 24478
